Symbol: 10000000AIDOGEUSDT, Bid 1 Price: 0.003487, Bid 1 Size: 90800, Ask 1 Price: 0.003488, Ask 1 Size: 148200, Last Price: 0.003487, Previous Price 24h: 0.003656, Price Change % 24h: -0.046225, High Price 24h: 0.004446, Low Price 24h: 0.002762, Turnover 24h: 95965750.1041, Volume 24h: 26875704600.0000, USD Index Price: 
Symbol: LINKUSDT, Bid 1 Price: 16.611, Bid 1 Size: 1.5, Ask 1 Price: 16.616, Ask 1 Size: 404.4, Last Price: 16.616, Previous Price 24h: 17.302, Price Change % 24h: -0.039648, High Price 24h: 20.514, Low Price 24h: 14.727, Turnover 24h: 115615390.8402, Volume 24h: 6705320.9000, USD Index Price: 
Symbol: LISTAUSDT, Bid 1 Price: 0.4667, Bid 1 Size: 1121, Ask 1 Price: 0.4668, Ask 1 Size: 738, Last Price: 0.4509, Previous Price 24h: 0.4229, Price Change % 24h: 0.066209, High Price 24h: 0.5061, Low Price 24h: 0.3477, Turnover 24h: 79162342.5123, Volume 24h: 185960189.0000, USD Index Price: 
Symbol: LITUSDT, Bid 1 Price: 0.8100, Bid 1 Size: 2880.5, Ask 1 Price: 0.8426, Ask 1 Size: 992.7, Last Price: 0.8100, Previous Price 24h: 0.8077, Price Change % 24h: 0.002847, High Price 24h: 1.0329, Low Price 24h: 0.6636, Turnover 24h: 96110212.9926, Volume 24h: 113200903.5000, USD Index Price: 
Symbol: LOOKSUSDT, Bid 1 Price: 0.05378, Bid 1 Size: 34798.8, Ask 1 Price: 0.05379, Ask 1 Size: 12962.2, Last Price: 0.05378, Previous Price 24h: 0.05448, Price Change % 24h: -0.012848, High Price 24h: 0.06748, Low Price 24h: 0.04407, Turnover 24h: 96686931.0931, Volume 24h: 1758804488.8000, USD Index Price: 
Symbol: LPTUSDT, Bid 1 Price: 11.893, Bid 1 Size: 176.4, Ask 1 Price: 11.896, Ask 1 Size: 33.3, Last Price: 11.439, Previous Price 24h: 12.525, Price Change % 24h: -0.086706, High Price 24h: 15.230, Low Price 24h: 9.801, Turnover 24h: 94632217.5536, Volume 24h: 7500628.2000, USD Index Price: 
Symbol: LQTYUSDT, Bid 1 Price: 1.3277, Bid 1 Size: 1822.4, Ask 1 Price: 1.3279, Ask 1 Size: 348.5, Last Price: 1.2817, Previous Price 24h: 1.2412, Price Change % 24h: 0.032629, High Price 24h: 1.6326, Low Price 24h: 1.0190, Turnover 24h: 95750942.2421, Volume 24h: 74362141.4000, USD Index Price: 
Symbol: LRCUSDT, Bid 1 Price: 0.2021, Bid 1 Size: 3149.7, Ask 1 Price: 0.2023, Ask 1 Size: 14984.6, Last Price: 0.2129, Previous Price 24h: 0.2162, Price Change % 24h: -0.015263, High Price 24h: 0.2656, Low Price 24h: 0.1693, Turnover 24h: 95784751.8979, Volume 24h: 442609247.3000, USD Index Price: 
Symbol: LSKUSDT, Bid 1 Price: 1.1045, Bid 1 Size: 328.6, Ask 1 Price: 1.1049, Ask 1 Size: 2528.1, Last Price: 1.1491, Previous Price 24h: 1.1103, Price Change % 24h: 0.034945, High Price 24h: 1.4303, Low Price 24h: 0.9198, Turnover 24h: 95288764.4958, Volume 24h: 82422370.2000, USD Index Price: 
Symbol: LTOUSDT, Bid 1 Price: 0.1753, Bid 1 Size: 18310, Ask 1 Price: 0.1754, Ask 1 Size: 4791, Last Price: 0.1753, Previous Price 24h: 0.1835, Price Change % 24h: -0.044686, High Price 24h: 0.2163, Low Price 24h: 0.1397, Turnover 24h: 95541248.4117, Volume 24h: 548166744.0000, USD Index Price: 
Symbol: LUCEUSDT, Bid 1 Price: 0.1500, Bid 1 Size: 64134, Ask 1 Price: 0.1501, Ask 1 Size: 760, Last Price: 0.1500, Previous Price 24h: 0.1581, Price Change % 24h: -0.051233, High Price 24h: 0.1581, Low Price 24h: 0.1500, Turnover 24h: 15.0050, Volume 24h: 100.0000, USD Index Price: 
Symbol: LUMIAUSDT, Bid 1 Price: , Bid 1 Size: , Ask 1 Price: , Ask 1 Size: , Last Price: 1.110, Previous Price 24h: 1.110, Price Change % 24h: 0, High Price 24h: 1.110, Low Price 24h: 1.110, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: LUNA2USDT, Bid 1 Price: 0.4851, Bid 1 Size: 4150.2, Ask 1 Price: 0.5047, Ask 1 Size: 638.9, Last Price: 0.4851, Previous Price 24h: 0.4705, Price Change % 24h: 0.03103, High Price 24h: 0.5717, Low Price 24h: 0.3709, Turnover 24h: 96454138.3885, Volume 24h: 201408713.6000, USD Index Price: 
Symbol: MAGICUSDT, Bid 1 Price: 0.4883, Bid 1 Size: 4006, Ask 1 Price: 0.4886, Ask 1 Size: 883, Last Price: 0.4883, Previous Price 24h: 0.4665, Price Change % 24h: 0.04673, High Price 24h: 0.6122, Low Price 24h: 0.4032, Turnover 24h: 95803033.5146, Volume 24h: 188362531.0000, USD Index Price: 
Symbol: MAJORUSDT, Bid 1 Price: 1.800300, Bid 1 Size: 100.0, Ask 1 Price: 1.910000, Ask 1 Size: 10.0, Last Price: 1.800240, Previous Price 24h: 1.800240, Price Change % 24h: 0, High Price 24h: 1.800240, Low Price 24h: 1.800240, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: MANAUSDT, Bid 1 Price: 0.6207, Bid 1 Size: 2552.8, Ask 1 Price: 0.6208, Ask 1 Size: 822.7, Last Price: 0.6207, Previous Price 24h: 0.6141, Price Change % 24h: 0.010747, High Price 24h: 0.7490, Low Price 24h: 0.2302, Turnover 24h: 104995342.0472, Volume 24h: 172619558.3000, USD Index Price: 
Symbol: MANTAUSDT, Bid 1 Price: 1.0372, Bid 1 Size: 1989.9, Ask 1 Price: 1.0373, Ask 1 Size: 431.1, Last Price: 0.9988, Previous Price 24h: 1.0630, Price Change % 24h: -0.060395, High Price 24h: 1.3129, Low Price 24h: 0.7742, Turnover 24h: 95650837.3565, Volume 24h: 93216323.8000, USD Index Price: 
Symbol: MASAUSDT, Bid 1 Price: 0.09987, Bid 1 Size: 42164, Ask 1 Price: 0.09988, Ask 1 Size: 7622, Last Price: 0.09987, Previous Price 24h: 0.10340, Price Change % 24h: -0.034139, High Price 24h: 0.12034, Low Price 24h: 0.07612, Turnover 24h: 94753457.4778, Volume 24h: 972261411.0000, USD Index Price: 
Symbol: MASKUSDT, Bid 1 Price: 3.140, Bid 1 Size: 92.3, Ask 1 Price: 3.222, Ask 1 Size: 646.9, Last Price: 3.250, Previous Price 24h: 3.383, Price Change % 24h: -0.039314, High Price 24h: 3.888, Low Price 24h: 2.486, Turnover 24h: 95732563.9585, Volume 24h: 30507257.2000, USD Index Price: 
Symbol: MAVIAUSDT, Bid 1 Price: 1.936, Bid 1 Size: 3395.9, Ask 1 Price: 2.016, Ask 1 Size: 232.2, Last Price: 1.936, Previous Price 24h: 2.150, Price Change % 24h: -0.099534, High Price 24h: 2.613, Low Price 24h: 1.666, Turnover 24h: 95928979.8364, Volume 24h: 45962934.4000, USD Index Price: 
Symbol: MAVUSDT, Bid 1 Price: 0.2725, Bid 1 Size: 452200, Ask 1 Price: , Ask 1 Size: , Last Price: 0.2596, Previous Price 24h: 0.2596, Price Change % 24h: 0, High Price 24h: 0.2596, Low Price 24h: 0.2596, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: MAXUSDT, Bid 1 Price: 0.22894, Bid 1 Size: 1606, Ask 1 Price: 0.22896, Ask 1 Size: 19771, Last Price: 0.23828, Previous Price 24h: 0.22668, Price Change % 24h: 0.051173, High Price 24h: 0.29873, Low Price 24h: 0.20052, Turnover 24h: 95497649.0819, Volume 24h: 388049946.0000, USD Index Price: 
Symbol: MBLUSDT, Bid 1 Price: 0.004341, Bid 1 Size: 805300, Ask 1 Price: 0.004342, Ask 1 Size: 1096100, Last Price: 0.004341, Previous Price 24h: 0.003889, Price Change % 24h: 0.116225, High Price 24h: 0.004782, Low Price 24h: 0.003099, Turnover 24h: 96894337.7781, Volume 24h: 25119125100.0000, USD Index Price: 
Symbol: MBOXUSDT, Bid 1 Price: 0.2063, Bid 1 Size: 12592, Ask 1 Price: 0.2069, Ask 1 Size: 1810, Last Price: 0.1930, Previous Price 24h: 0.2332, Price Change % 24h: -0.172384, High Price 24h: 0.2757, Low Price 24h: 0.1734, Turnover 24h: 95528052.2666, Volume 24h: 429791292.0000, USD Index Price: 
Symbol: MDTUSDT, Bid 1 Price: 0.048535, Bid 1 Size: 34310, Ask 1 Price: 0.048550, Ask 1 Size: 55760, Last Price: 0.050465, Previous Price 24h: 0.050090, Price Change % 24h: 0.007486, High Price 24h: 0.062195, Low Price 24h: 0.040215, Turnover 24h: 97089801.3600, Volume 24h: 1875507120.0000, USD Index Price: 
Symbol: MEMEFIUSDT, Bid 1 Price: 0.010500, Bid 1 Size: 8500, Ask 1 Price: 0.010501, Ask 1 Size: 4845600, Last Price: 0.010501, Previous Price 24h: 0.010501, Price Change % 24h: 0, High Price 24h: 0.010501, Low Price 24h: 0.010501, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: MEMEUSDT, Bid 1 Price: 0.01390, Bid 1 Size: 1722550, Ask 1 Price: 0.01418, Ask 1 Size: 24500, Last Price: 0.01390, Previous Price 24h: 0.01243, Price Change % 24h: 0.118262, High Price 24h: 0.01539, Low Price 24h: 0.01205, Turnover 24h: 28254493.9456, Volume 24h: 2090599760.0000, USD Index Price: 
Symbol: MERLUSDT, Bid 1 Price: 0.3448, Bid 1 Size: 13942.1, Ask 1 Price: 0.3454, Ask 1 Size: 1330.9, Last Price: 0.3328, Previous Price 24h: 0.3324, Price Change % 24h: 0.001203, High Price 24h: 0.4418, Low Price 24h: 0.2875, Turnover 24h: 42412362.5267, Volume 24h: 118477039.3000, USD Index Price: 
Symbol: METISUSDT, Bid 1 Price: 49.30, Bid 1 Size: 7.89, Ask 1 Price: 49.37, Ask 1 Size: 29.00, Last Price: 51.21, Previous Price 24h: 59.59, Price Change % 24h: -0.140627, High Price 24h: 70.00, Low Price 24h: 41.52, Turnover 24h: 96518819.7752, Volume 24h: 1770930.7900, USD Index Price: 
Symbol: MEUSDT, Bid 1 Price: 3.1102, Bid 1 Size: 10, Ask 1 Price: 3.1103, Ask 1 Size: 1, Last Price: 3.1103, Previous Price 24h: 3.1103, Price Change % 24h: 0, High Price 24h: 3.1103, Low Price 24h: 3.1103, Turnover 24h: 62.2060, Volume 24h: 20.0000, USD Index Price: 
Symbol: MEWUSDT, Bid 1 Price: 0.009161, Bid 1 Size: 77300, Ask 1 Price: 0.009353, Ask 1 Size: 3357900, Last Price: 0.009353, Previous Price 24h: 0.009530, Price Change % 24h: -0.018572, High Price 24h: 0.010432, Low Price 24h: 0.008052, Turnover 24h: 75197722.9636, Volume 24h: 8186046500.0000, USD Index Price: 
Symbol: MINAUSDT, Bid 1 Price: 0.7329, Bid 1 Size: 18093.0, Ask 1 Price: 0.7537, Ask 1 Size: 476.1, Last Price: 0.6980, Previous Price 24h: 0.7110, Price Change % 24h: -0.018284, High Price 24h: 0.9152, Low Price 24h: 0.5906, Turnover 24h: 94365266.9403, Volume 24h: 128149916.5000, USD Index Price: 
Symbol: MKRUSDT, Bid 1 Price: 1677.9, Bid 1 Size: 2.525, Ask 1 Price: 1678.0, Ask 1 Size: 0.299, Last Price: 1676.6, Previous Price 24h: 1917.1, Price Change % 24h: -0.125449, High Price 24h: 2189.1, Low Price 24h: 1380.1, Turnover 24h: 91733843.4598, Volume 24h: 51169.3530, USD Index Price: 
Symbol: MNTPERP, Bid 1 Price: 0.7815, Bid 1 Size: 5032.2, Ask 1 Price: 0.7821, Ask 1 Size: 437.5, Last Price: 0.7815, Previous Price 24h: 0.8172, Price Change % 24h: -0.043685, High Price 24h: 1.0230, Low Price 24h: 0.6297, Turnover 24h: 96676268.7396, Volume 24h: 118256628.5000, USD Index Price: 
Symbol: MNTUSDT, Bid 1 Price: 0.79360, Bid 1 Size: 5728, Ask 1 Price: 0.79370, Ask 1 Size: 406, Last Price: 0.79330, Previous Price 24h: 0.89590, Price Change % 24h: -0.114521, High Price 24h: 0.97110, Low Price 24h: 0.68310, Turnover 24h: 108355137.3931, Volume 24h: 131679168.0000, USD Index Price: 
Symbol: MOBILEUSDT, Bid 1 Price: 0.0006938, Bid 1 Size: 863500, Ask 1 Price: 0.0006946, Ask 1 Size: 506100, Last Price: 0.0006938, Previous Price 24h: 0.0006808, Price Change % 24h: 0.019095, High Price 24h: 0.0008525, Low Price 24h: 0.0005292, Turnover 24h: 78291455.4116, Volume 24h: 116541458500.0000, USD Index Price: 
Symbol: MOCAUSDT, Bid 1 Price: 0.07986, Bid 1 Size: 14586, Ask 1 Price: 0.07987, Ask 1 Size: 10252, Last Price: 0.07986, Previous Price 24h: 0.08245, Price Change % 24h: -0.031412, High Price 24h: 0.10892, Low Price 24h: 0.06451, Turnover 24h: 96015683.7459, Volume 24h: 1173459448.0000, USD Index Price: 
Symbol: MONUSDT, Bid 1 Price: 0.10035, Bid 1 Size: 6098, Ask 1 Price: 0.10038, Ask 1 Size: 4849, Last Price: 0.09757, Previous Price 24h: 0.09646, Price Change % 24h: 0.011507, High Price 24h: 0.11999, Low Price 24h: 0.07531, Turnover 24h: 95855307.8754, Volume 24h: 970970066.0000, USD Index Price: 
Symbol: MOODENGUSDT, Bid 1 Price: 0.32755, Bid 1 Size: 5666, Ask 1 Price: 0.32760, Ask 1 Size: 1117, Last Price: 0.32755, Previous Price 24h: 0.37624, Price Change % 24h: -0.129412, High Price 24h: 0.40331, Low Price 24h: 0.26522, Turnover 24h: 96064007.3130, Volume 24h: 287744848.0000, USD Index Price: 
Symbol: MORPHOUSDT, Bid 1 Price: 0.9177, Bid 1 Size: 109, Ask 1 Price: 0.9205, Ask 1 Size: 109, Last Price: 1.0552, Previous Price 24h: 0.7321, Price Change % 24h: 0.441333, High Price 24h: 1.0746, Low Price 24h: 0.7321, Turnover 24h: 162.2753, Volume 24h: 153.0000, USD Index Price: 
Symbol: MOTHER1USDT, Bid 1 Price: , Bid 1 Size: , Ask 1 Price: , Ask 1 Size: , Last Price: 0.039054, Previous Price 24h: 0.039054, Price Change % 24h: 0, High Price 24h: 0.039054, Low Price 24h: 0.039054, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: MOTHER2USDT, Bid 1 Price: 0.052081, Bid 1 Size: 241320, Ask 1 Price: 0.053526, Ask 1 Size: 7260, Last Price: 0.049601, Previous Price 24h: 0.047579, Price Change % 24h: 0.042497, High Price 24h: 0.058147, Low Price 24h: 0.037177, Turnover 24h: 95801532.0736, Volume 24h: 2017807320.0000, USD Index Price: 
Symbol: MOTHERUSDT, Bid 1 Price: 0.051864, Bid 1 Size: 32410, Ask 1 Price: 0.051865, Ask 1 Size: 7050, Last Price: 0.051864, Previous Price 24h: 0.053102, Price Change % 24h: -0.023313, High Price 24h: 0.056144, Low Price 24h: 0.036458, Turnover 24h: 94818895.5443, Volume 24h: 2009984010.0000, USD Index Price: 
Symbol: MOVRUSDT, Bid 1 Price: 15.269, Bid 1 Size: 22.7, Ask 1 Price: 15.271, Ask 1 Size: 108.4, Last Price: 15.891, Previous Price 24h: 15.203, Price Change % 24h: 0.045254, High Price 24h: 19.241, Low Price 24h: 12.344, Turnover 24h: 94925464.0227, Volume 24h: 5908509.9000, USD Index Price: 
Symbol: MTLUSDT, Bid 1 Price: 1.4465, Bid 1 Size: 879.4, Ask 1 Price: 1.4466, Ask 1 Size: 225.0, Last Price: 1.4465, Previous Price 24h: 1.3435, Price Change % 24h: 0.076665, High Price 24h: 1.7466, Low Price 24h: 1.1170, Turnover 24h: 94996749.6967, Volume 24h: 68549017.4000, USD Index Price: 
Symbol: MYRIAUSDT, Bid 1 Price: 0.002403, Bid 1 Size: 197360, Ask 1 Price: 0.002404, Ask 1 Size: 41960, Last Price: 0.002404, Previous Price 24h: 0.002925, Price Change % 24h: -0.178119, High Price 24h: 0.003278, Low Price 24h: 0.001894, Turnover 24h: 94168613.7687, Volume 24h: 37599636530.0000, USD Index Price: 
Symbol: NEARUSDT, Bid 1 Price: 6.205, Bid 1 Size: 52.6, Ask 1 Price: 6.335, Ask 1 Size: 4724.3, Last Price: 6.464, Previous Price 24h: 6.644, Price Change % 24h: -0.027092, High Price 24h: 7.435, Low Price 24h: 5.509, Turnover 24h: 76538116.0044, Volume 24h: 11915204.4000, USD Index Price: 
Symbol: NEIROETHUSDT, Bid 1 Price: 0.06302, Bid 1 Size: 7505, Ask 1 Price: 0.06303, Ask 1 Size: 52271, Last Price: 0.06303, Previous Price 24h: 0.08057, Price Change % 24h: -0.217698, High Price 24h: 0.08826, Low Price 24h: 0.05781, Turnover 24h: 95344396.7331, Volume 24h: 1294722522.0000, USD Index Price: 
Symbol: NEOUSDT, Bid 1 Price: 15.121, Bid 1 Size: 233.44, Ask 1 Price: 15.122, Ask 1 Size: 62.31, Last Price: 15.121, Previous Price 24h: 14.050, Price Change % 24h: 0.076227, High Price 24h: 16.688, Low Price 24h: 10.800, Turnover 24h: 95743629.5614, Volume 24h: 6829310.2600, USD Index Price: 
Symbol: NFPUSDT, Bid 1 Price: 0.3161, Bid 1 Size: 226320.2, Ask 1 Price: 0.3163, Ask 1 Size: 155777.8, Last Price: 0.3163, Previous Price 24h: 0.3163, Price Change % 24h: 0, High Price 24h: 0.3163, Low Price 24h: 0.3163, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: NKNUSDT, Bid 1 Price: 0.10018, Bid 1 Size: 30927, Ask 1 Price: 0.10022, Ask 1 Size: 4618, Last Price: 0.09272, Previous Price 24h: 0.09100, Price Change % 24h: 0.018901, High Price 24h: 0.12424, Low Price 24h: 0.08100, Turnover 24h: 95577217.6214, Volume 24h: 924058291.0000, USD Index Price: 
Symbol: NMRUSDT, Bid 1 Price: 15.737, Bid 1 Size: 23.5, Ask 1 Price: 15.738, Ask 1 Size: 58.1, Last Price: 15.738, Previous Price 24h: 17.659, Price Change % 24h: -0.108783, High Price 24h: 22.645, Low Price 24h: 14.342, Turnover 24h: 94759283.0404, Volume 24h: 5250667.5000, USD Index Price: 
Symbol: NOTPERP, Bid 1 Price: 0.007955, Bid 1 Size: 10849000, Ask 1 Price: 0.008103, Ask 1 Size: 6200, Last Price: 0.007955, Previous Price 24h: 0.007955, Price Change % 24h: 0, High Price 24h: 0.007955, Low Price 24h: 0.007955, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: NOTUSDT, Bid 1 Price: 0.008092, Bid 1 Size: 89800, Ask 1 Price: 0.008096, Ask 1 Size: 3477800, Last Price: 0.008426, Previous Price 24h: 0.008807, Price Change % 24h: -0.043261, High Price 24h: 0.010089, Low Price 24h: 0.007204, Turnover 24h: 73094128.4957, Volume 24h: 8457246670.0000, USD Index Price: 
Symbol: NTRNUSDT, Bid 1 Price: 0.5344, Bid 1 Size: 658, Ask 1 Price: 0.5351, Ask 1 Size: 680, Last Price: 0.5153, Previous Price 24h: 0.5356, Price Change % 24h: -0.037901, High Price 24h: 0.6686, Low Price 24h: 0.4252, Turnover 24h: 95874566.9798, Volume 24h: 181684654.0000, USD Index Price: 
Symbol: NULSUSDT, Bid 1 Price: 0.3616, Bid 1 Size: 3635, Ask 1 Price: 0.3618, Ask 1 Size: 3122, Last Price: 0.3754, Previous Price 24h: 0.3813, Price Change % 24h: -0.015473, High Price 24h: 0.4569, Low Price 24h: 0.2805, Turnover 24h: 96409605.9204, Volume 24h: 269382134.0000, USD Index Price: 
Symbol: NYANUSDT, Bid 1 Price: 0.07727, Bid 1 Size: 49123, Ask 1 Price: 0.08038, Ask 1 Size: 11116, Last Price: 0.07727, Previous Price 24h: 0.08608, Price Change % 24h: -0.102346, High Price 24h: 0.10007, Low Price 24h: 0.06318, Turnover 24h: 96050499.8508, Volume 24h: 1175758085.0000, USD Index Price: 
Symbol: OGUSDT, Bid 1 Price: 5.8290, Bid 1 Size: 76.7, Ask 1 Price: 5.8320, Ask 1 Size: 316.8, Last Price: 6.0500, Previous Price 24h: 5.2220, Price Change % 24h: 0.158559, High Price 24h: 8.0120, Low Price 24h: 4.2490, Turnover 24h: 92872653.2046, Volume 24h: 16042167.7000, USD Index Price: 
Symbol: OKBUSDT, Bid 1 Price: 52.97, Bid 1 Size: 67.19, Ask 1 Price: 53.03, Ask 1 Size: 6.79, Last Price: 51.06, Previous Price 24h: 51.20, Price Change % 24h: -0.002734, High Price 24h: 62.63, Low Price 24h: 43.17, Turnover 24h: 96271074.8198, Volume 24h: 1827023.6500, USD Index Price: 
Symbol: OLUSDT, Bid 1 Price: 0.13809, Bid 1 Size: 723, Ask 1 Price: 0.14008, Ask 1 Size: 290065, Last Price: 0.13005, Previous Price 24h: 0.07917, Price Change % 24h: 0.642667, High Price 24h: 0.13384, Low Price 24h: 0.07917, Turnover 24h: 132.6777, Volume 24h: 1006.0000, USD Index Price: 
Symbol: OMGUSDT, Bid 1 Price: 0.3508, Bid 1 Size: 1162.8, Ask 1 Price: 0.3509, Ask 1 Size: 962.4, Last Price: 0.3509, Previous Price 24h: 0.3678, Price Change % 24h: -0.045948, High Price 24h: 0.4760, Low Price 24h: 0.3042, Turnover 24h: 96354265.8814, Volume 24h: 253475498.0000, USD Index Price: 
Symbol: OMUSDT, Bid 1 Price: 3.65604, Bid 1 Size: 800, Ask 1 Price: 3.65605, Ask 1 Size: 108, Last Price: 3.51557, Previous Price 24h: 3.74264, Price Change % 24h: -0.060671, High Price 24h: 4.46812, Low Price 24h: 2.83124, Turnover 24h: 94886623.8008, Volume 24h: 26906494.0000, USD Index Price: 
Symbol: ONDOPERP, Bid 1 Price: 0.9907, Bid 1 Size: 5972, Ask 1 Price: 0.9913, Ask 1 Size: 890, Last Price: 0.9907, Previous Price 24h: 1.1082, Price Change % 24h: -0.106027, High Price 24h: 1.1985, Low Price 24h: 0.7928, Turnover 24h: 94819489.5323, Volume 24h: 94942084.0000, USD Index Price: 
Symbol: ONDOUSDT, Bid 1 Price: 1.0120, Bid 1 Size: 1305, Ask 1 Price: 1.0319, Ask 1 Size: 1275, Last Price: 1.0120, Previous Price 24h: 0.9441, Price Change % 24h: 0.07192, High Price 24h: 1.1517, Low Price 24h: 0.8683, Turnover 24h: 76844431.2701, Volume 24h: 76049953.0000, USD Index Price: 
Symbol: ONEUSDT, Bid 1 Price: 0.02828, Bid 1 Size: 13224571, Ask 1 Price: , Ask 1 Size: , Last Price: 0.02828, Previous Price 24h: 0.02828, Price Change % 24h: 0, High Price 24h: 0.02828, Low Price 24h: 0.02828, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: ONGUSDT, Bid 1 Price: 0.3881, Bid 1 Size: 10701, Ask 1 Price: 0.4035, Ask 1 Size: 5744, Last Price: 0.3881, Previous Price 24h: 0.4065, Price Change % 24h: -0.045264, High Price 24h: 0.4789, Low Price 24h: 0.3067, Turnover 24h: 96310702.9283, Volume 24h: 245340565.0000, USD Index Price: 
Symbol: ONTUSDT, Bid 1 Price: 0.25930, Bid 1 Size: 13233, Ask 1 Price: 0.25955, Ask 1 Size: 1827, Last Price: 0.24985, Previous Price 24h: 0.25890, Price Change % 24h: -0.034955, High Price 24h: 0.30710, Low Price 24h: 0.20350, Turnover 24h: 97364643.0736, Volume 24h: 379257838.0000, USD Index Price: 
Symbol: OPUSDT, Bid 1 Price: 2.1849, Bid 1 Size: 6408.0, Ask 1 Price: 2.2255, Ask 1 Size: 333.2, Last Price: 2.1399, Previous Price 24h: 2.2081, Price Change % 24h: -0.030886, High Price 24h: 2.6110, Low Price 24h: 1.9367, Turnover 24h: 68228140.4731, Volume 24h: 30060963.8000, USD Index Price: 
Symbol: ORBSUSDT, Bid 1 Price: 0.03590, Bid 1 Size: 52890, Ask 1 Price: 0.03592, Ask 1 Size: 11550, Last Price: 0.03469, Previous Price 24h: 0.03385, Price Change % 24h: 0.024815, High Price 24h: 0.04126, Low Price 24h: 0.02757, Turnover 24h: 96850369.0578, Volume 24h: 2872514630.0000, USD Index Price: 
Symbol: ORCAUSDT, Bid 1 Price: 3.309, Bid 1 Size: 26.8, Ask 1 Price: 3.441, Ask 1 Size: 101.2, Last Price: 3.309, Previous Price 24h: 3.440, Price Change % 24h: -0.038081, High Price 24h: 3.934, Low Price 24h: 2.582, Turnover 24h: 94835630.4337, Volume 24h: 29511037.9000, USD Index Price: 
Symbol: ORDERUSDT, Bid 1 Price: 0.1398, Bid 1 Size: 60000, Ask 1 Price: 0.1437, Ask 1 Size: 2952, Last Price: 0.1334, Previous Price 24h: 0.1554, Price Change % 24h: -0.14157, High Price 24h: 0.1844, Low Price 24h: 0.1176, Turnover 24h: 94738027.9176, Volume 24h: 648903909.0000, USD Index Price: 
Symbol: ORDIPERP, Bid 1 Price: 33.07, Bid 1 Size: 13.50, Ask 1 Price: 34.47, Ask 1 Size: 112.98, Last Price: 34.47, Previous Price 24h: 40.67, Price Change % 24h: -0.152446, High Price 24h: 50.19, Low Price 24h: 30.34, Turnover 24h: 96741933.5837, Volume 24h: 2483429.7100, USD Index Price: 
Symbol: ORDIUSDT, Bid 1 Price: 38.510, Bid 1 Size: 2543.48, Ask 1 Price: 39.270, Ask 1 Size: 52.51, Last Price: 37.760, Previous Price 24h: 39.880, Price Change % 24h: -0.053159, High Price 24h: 45.580, Low Price 24h: 33.190, Turnover 24h: 76156254.0371, Volume 24h: 1935835.5300, USD Index Price: 
Symbol: OSMOUSDT, Bid 1 Price: 0.5738, Bid 1 Size: 961, Ask 1 Price: 0.5739, Ask 1 Size: 727, Last Price: 0.5738, Previous Price 24h: 0.6657, Price Change % 24h: -0.13805, High Price 24h: 0.7098, Low Price 24h: 0.4688, Turnover 24h: 94430504.7949, Volume 24h: 161423774.0000, USD Index Price: 
Symbol: PAXGUSDT, Bid 1 Price: 2610, Bid 1 Size: 0.136, Ask 1 Price: 2613, Ask 1 Size: 0.902, Last Price: 2693, Previous Price 24h: 2578, Price Change % 24h: 0.044608, High Price 24h: 3029, Low Price 24h: 2200, Turnover 24h: 102635532.0200, Volume 24h: 39270.5360, USD Index Price: 
Symbol: PEAQUSDT, Bid 1 Price: 0.2637, Bid 1 Size: 378, Ask 1 Price: 0.2642, Ask 1 Size: 379, Last Price: 0.2802, Previous Price 24h: 0.2256, Price Change % 24h: 0.242021, High Price 24h: 0.2802, Low Price 24h: 0.2256, Turnover 24h: 111.5600, Volume 24h: 400.0000, USD Index Price: 
Symbol: PENDLEUSDT, Bid 1 Price: 4.3972, Bid 1 Size: 89, Ask 1 Price: 4.3973, Ask 1 Size: 50, Last Price: 4.3973, Previous Price 24h: 5.3121, Price Change % 24h: -0.17221, High Price 24h: 6.4607, Low Price 24h: 3.9394, Turnover 24h: 95721108.2130, Volume 24h: 18873666.0000, USD Index Price: 
Symbol: PENGUSDT, Bid 1 Price: 0.1559, Bid 1 Size: 6831, Ask 1 Price: 0.1560, Ask 1 Size: 28099, Last Price: 0.1559, Previous Price 24h: 0.1449, Price Change % 24h: 0.075914, High Price 24h: 0.1900, Low Price 24h: 0.1198, Turnover 24h: 90570889.5798, Volume 24h: 591193489.0000, USD Index Price: 
Symbol: PEOPLEUSDT, Bid 1 Price: 0.06372, Bid 1 Size: 36366, Ask 1 Price: 0.06506, Ask 1 Size: 3208121, Last Price: 0.06638, Previous Price 24h: 0.06201, Price Change % 24h: 0.070472, High Price 24h: 0.07183, Low Price 24h: 0.05255, Turnover 24h: 67122113.4610, Volume 24h: 1080000945.0000, USD Index Price: 
